人,http://pic.guoxuemi.com//zixyb/1/A00068i001.png,人;久;父;亽,0,1
力,http://pic.guoxuemi.com//zixyb/1/A00379i001.png,九;力;乃;刀,1,1
十,http://pic.guoxuemi.com//zixyb/1/A00429i001.png,寸;士;十;干,2,1
又,http://pic.guoxuemi.com//zixyb/1/A00468i001.png,叉;九;入;又,3,1
二,http://pic.guoxuemi.com//zixyb/1/A00049i001.png,二;工;彳;三,0,1
大,http://pic.guoxuemi.com//zixyb/1/A00848i001.png,丈;大;爷;犬,1,1
子,http://pic.guoxuemi.com//zixyb/1/A00982i001.png,孑;千;子;于,2,1
于,http://pic.guoxuemi.com//zixyb/1/A00050i001.png,孔;不;孕;于,3,1
之,http://pic.guoxuemi.com//zixyb/1/A00029i001.png,之;亡;己;穴,0,1
小,http://pic.guoxuemi.com//zixyb/1/A01068i001.png,水;小;入;少,1,1
与,http://pic.guoxuemi.com//zixyb/2/A03398j001.png,乌;首;与;马,2,1
工,http://pic.guoxuemi.com//zixyb/1/A01148i001.png,卫;丘;互;工,3,1
三,http://pic.guoxuemi.com//zixyb/1/A00004i001.png,三;丘;王;豆,0,1
己,http://pic.guoxuemi.com//zixyb/1/A01154i001.png,乙;己;尼;尺,1,1
及,http://pic.guoxuemi.com//zixyb/1/A00471i001.png,乃;父;及;夏,2,1
不,http://pic.guoxuemi.com//zixyb/1/A00010i001.png,木;示;爪;不,3,1
中,http://pic.guoxuemi.com//zixyb/1/A00020i001.png,中;申;金;央,0,1
方,http://pic.guoxuemi.com//zixyb/1/A01759i001.png,庐;方;亏;乃,1,1
天,http://pic.guoxuemi.com//zixyb/1/A00849i001.png,尺;厌;天;丢,2,2
分,http://pic.guoxuemi.com//zixyb/1/A00331i001.png,兮;邻;穷;分,3,2
心,http://pic.guoxuemi.com//zixyb/1/A01305i001.png,心;凶;忆;火,0,2
从,http://pic.guoxuemi.com//zixyb/1/A01293i001.png,久;从;一;么,1,2
日,http://pic.guoxuemi.com//zixyb/1/A01771i001.png,但;回;日;口,2,2
公,http://pic.guoxuemi.com//zixyb/1/A00288i001.png,勾;峦;幺;公,3,2
文,http://pic.guoxuemi.com//zixyb/1/A01743i001.png,文;交;父;支,0,2
月,http://pic.guoxuemi.com//zixyb/1/A01841i001.png,日;月;凡;闫,1,2
化,http://pic.guoxuemi.com//zixyb/1/A00415i001.png,火;爬;化;仇,2,2
比,http://pic.guoxuemi.com//zixyb/1/A02102i001.png,北;业;它;比,3,2
出,http://pic.guoxuemi.com//zixyb/1/A00325i001.png,出;山;世;去,0,2
